Palavras,Solucoes
"('w', 't', 'o', '-', 'o', '-', 'w', '-', 't')",0
"('t', '-', 'w', '-', 'o', '-', 'o', 'w', 't')",51
"('o', 'w', '-', 'o', 't', '-', 'w', '-', 't')",72
"('w', 'w', '-', 't', '-', 'o', 'o', '-', 't')",72
"('w', '-', 't', 'o', 'w', '-', 'o', '-', 't')",0
"('o', 'w', '-', 't', 'o', 'w', '-', 't', '-')",56
"('-', 'w', 't', '-', 'o', 't', 'o', 'w', '-')",80
"('t', '-', '-', 'w', 'o', 't', 'w', '-', 'o')",0
"('o', '-', 'o', 't', 't', 'w', '-', '-', 'w')",0
"('w', '-', 't', 't', 'o', '-', '-', 'w', 'o')",77
"('-', 'o', 'w', 'w', 'o', '-', 't', '-', 't')",38
"('t', '-', 'o', 't', 'o', 'w', '-', 'w', '-')",58
"('o', 'w', 't', '-', 'w', '-', 't', '-', 'o')",62
"('w', '-', 'o', 't', 'o', '-', 'w', '-', 't')",0
"('o', '-', '-', 't', 'w', 't', 'w', '-', 'o')",69
"('-', 'o', '-', '-', 't', 'o', 'w', 'w', 't')",62
"('-', 'o', 't', 'w', 't', 'w', '-', '-', 'o')",71
"('t', 't', 'w', 'o', '-', '-', '-', 'o', 'w')",120
"('w', '-', 't', '-', '-', 't', 'w', 'o', 'o')",0
"('t', '-', 't', '-', 'w', '-', 'o', 'o', 'w')",75
"('-', 't', '-', 'o', 't', 'w', 'w', 'o', '-')",76
"('o', '-', 'w', 't', '-', 'o', 't', 'w', '-')",0
"('-', 'o', '-', 'w', 'o', 'w', 't', 't', '-')",74
"('-', 'w', 't', '-', 'o', 't', 'w', '-', 'o')",62
"('o', 't', 't', 'w', '-', 'o', 'w', '-', '-')",0
"('-', 'w', 't', 't', 'o', '-', 'o', 'w', '-')",65
"('o', '-', 'w', 'w', '-', '-', 'o', 't', 't')",0
"('w', 'o', '-', '-', '-', 't', 't', 'o', 'w')",75
"('t', 'o', 't', 'w', '-', '-', '-', 'o', 'w')",95
"('-', 't', '-', '-', 'w', 'o', 'w', 't', 'o')",0
"('-', 't', '-', 'w', 'o', '-', 'w', 't', 'o')",0
"('t', '-', 't', 'o', 'w', '-', 'o', 'w', '-')",0
"('o', '-', 't', '-', 'o', '-', 'w', 'w', 't')",0
"('-', '-', 'o', 'w', '-', 't', 'o', 't', 'w')",82
"('-', 'o', '-', '-', 'w', 'w', 'o', 't', 't')",46
"('w', 't', 't', 'w', 'o', '-', 'o', '-', '-')",68
"('t', 'o', 'w', 'w', 'o', '-', '-', '-', 't')",55
"('w', 't', '-', 't', '-', 'w', 'o', '-', 'o')",33
"('-', 'w', 't', 'w', 't', 'o', '-', 'o', '-')",58
"('w', 'o', '-', '-', 'o', 't', 't', 'w', '-')",76
"('t', 'o', '-', 'o', 't', '-', 'w', '-', 'w')",20
"('t', 'o', '-', '-', '-', 't', 'w', 'w', 'o')",75
"('w', 'w', 'o', '-', 't', 't', 'o', '-', '-')",79
"('o', 'o', 'w', 't', '-', '-', 'w', 't', '-')",71
"('-', 'w', 'o', 'w', 'o', 't', '-', '-', 't')",0
"('-', 'w', '-', 't', 'w', '-', 't', 'o', 'o')",0
"('-', '-', 'o', 't', 'w', 't', '-', 'o', 'w')",72
"('o', 't', 'o', '-', 'w', 't', '-', 'w', '-')",75
"('-', '-', '-', 'o', 'w', 't', 't', 'w', 'o')",75
"('w', 'o', 'o', '-', '-', '-', 't', 't', 'w')",71
"('-', 't', '-', 't', 'o', 'w', 'o', 'w', '-')",63
"('-', '-', 't', 'o', 't', 'o', '-', 'w', 'w')",21
"('-', 'w', 'o', 'w', 'o', '-', 't', 't', '-')",33
"('w', '-', '-', 't', '-', 't', 'o', 'w', 'o')",28
"('t', '-', 'w', '-', 'o', 'o', 't', 'w', '-')",0
"('o', '-', 'o', 'w', 'w', '-', '-', 't', 't')",99
"('-', 'w', '-', 'o', '-', 't', 'o', 'w', 't')",0
"('-', '-', 'o', 'o', '-', 'w', 't', 'w', 't')",42
"('-', 'o', 't', 'o', 'w', '-', 'w', '-', 't')",120
"('w', 't', 'w', '-', 'o', '-', 't', '-', 'o')",68
"('t', '-', '-', 'o', 'w', 't', 'o', 'w', '-')",0
"('-', 'w', '-', '-', 'w', 'o', 't', 't', 'o')",120
"('o', '-', 't', 't', '-', 'w', 'o', 'w', '-')",0
"('w', 'o', '-', 't', 'o', '-', '-', 't', 'w')",60
"('o', '-', 't', '-', 'w', 'o', 't', '-', 'w')",86
"('t', '-', 'w', 'o', '-', 'o', '-', 'w', 't')",64
"('-', '-', 'w', 't', 'o', '-', 'o', 't', 'w')",105
"('o', '-', '-', 'o', 'w', 't', 'w', '-', 't')",120
"('-', '-', 't', 'w', 'o', 't', 'w', '-', 'o')",0
"('-', '-', 'o', 'w', 'o', 'w', 't', '-', 't')",36
"('-', 't', 't', 'w', 'w', '-', '-', 'o', 'o')",36
"('w', '-', 't', 'o', 'o', '-', 'w', 't', '-')",0
"('-', 'o', 'o', 't', 'w', '-', '-', 'w', 't')",75
"('w', '-', 'o', '-', 't', 'o', '-', 't', 'w')",80
"('w', 'o', '-', 't', '-', 'o', 't', '-', 'w')",0
"('-', '-', 'w', 't', '-', 'o', 'w', 'o', 't')",82
"('t', 'w', '-', 't', '-', '-', 'o', 'w', 'o')",90
"('-', 'o', 'w', '-', 'o', 't', 'w', '-', 't')",0
"('w', '-', 't', 'o', '-', '-', 'w', 't', 'o')",0
"('-', 'w', 't', '-', 'o', '-', 'w', 't', 'o')",62
"('w', 't', '-', 'o', 'w', 't', '-', 'o', '-')",56
"('o', '-', 'o', '-', 't', 'w', 'w', 't', '-')",105
"('w', 'o', '-', '-', 'w', 'o', 't', 't', '-')",33
"('o', 'w', 'w', '-', '-', '-', 'o', 't', 't')",0
"('o', 't', 'w', 'o', '-', 'w', '-', 't', '-')",85
"('w', 'o', 'w', '-', 't', 'o', '-', 't', '-')",75
"('w', 'w', '-', 't', 'o', '-', 'o', '-', 't')",62
"('-', 'o', '-', '-', 't', 'w', 'o', 't', 'w')",0
"('t', 'o', '-', 't', 'w', 'o', 'w', '-', '-')",68
"('-', 'o', 'o', 'w', 't', '-', 'w', '-', 't')",0
"('t', 'o', '-', '-', 't', '-', 'w', 'w', 'o')",48
"('-', 't', 'o', 'o', 't', '-', 'w', 'w', '-')",74
"('w', '-', 'w', '-', 't', '-', 'o', 'o', 't')",75
"('o', 'w', '-', 't', 'w', '-', '-', 't', 'o')",60
"('-', '-', 'w', 't', '-', 't', 'o', 'o', 'w')",0
"('o', 't', '-', '-', 'w', 'o', '-', 'w', 't')",0
"('w', '-', 'w', '-', 'o', 'o', '-', 't', 't')",21
"('w', 't', '-', 'o', '-', 'o', '-', 't', 'w')",95
"('-', 't', '-', 'o', 't', 'o', 'w', 'w', '-')",74
"('-', 't', 't', 'o', 'w', '-', 'w', '-', 'o')",46
"('-', 'o', 'w', '-', 't', 't', 'w', '-', 'o')",82
"('-', 'w', '-', '-', 't', 'o', 'o', 'w', 't')",0
"('-', 'w', 'o', 'w', 't', '-', '-', 't', 'o')",0
"('t', 'w', '-', 'o', '-', 'o', '-', 't', 'w')",77
"('o', 'w', '-', 'w', '-', 't', 't', 'o', '-')",71
"('o', 't', '-', 'w', 'o', '-', '-', 'w', 't')",84
"('-', 't', 'o', 't', 'w', '-', 'w', '-', 'o')",120
"('t', 't', 'w', '-', 'w', '-', 'o', 'o', '-')",33
"('-', '-', 'o', '-', 't', 't', 'o', 'w', 'w')",48
"('-', 'w', 't', 'o', '-', 'w', '-', 't', 'o')",54
"('-', 't', '-', 'o', 'w', 'o', '-', 't', 'w')",0
"('o', 'w', 'o', '-', 'w', '-', 't', '-', 't')",38
"('-', 'o', 't', 'w', '-', 'o', 't', '-', 'w')",56
"('-', 'o', 'o', 'w', 'w', 't', '-', '-', 't')",0
"('t', '-', 'w', 'w', 'o', '-', 't', '-', 'o')",0
"('-', 't', 'w', 'w', '-', 'o', 't', '-', 'o')",0
"('t', 'o', '-', 'w', '-', 't', 'w', '-', 'o')",0
"('o', '-', 'w', 'w', '-', 't', 't', 'o', '-')",86
"('-', 't', 'o', 'o', '-', 't', 'w', '-', 'w')",36
"('o', 'o', '-', 't', 'w', '-', 't', 'w', '-')",0
"('o', 'o', 't', 'w', 't', '-', 'w', '-', '-')",0
"('o', 'w', '-', 't', 'w', 't', '-', '-', 'o')",55
"('-', 't', 'w', '-', 't', 'w', '-', 'o', 'o')",24
"('t', 'w', '-', '-', 't', 'o', 'w', '-', 'o')",120
"('t', 't', '-', 'o', 'o', 'w', '-', '-', 'w')",0
"('-', 'w', 'o', 't', 'w', '-', 'o', '-', 't')",62
"('o', 't', 'o', '-', '-', 'w', '-', 'w', 't')",72
"('o', 't', 't', '-', 'w', '-', 'w', 'o', '-')",44
"('-', 'w', 'o', '-', 'w', '-', 'o', 't', 't')",48
"('t', 'w', '-', '-', 'o', 'w', 'o', '-', 't')",46
"('-', '-', 'w', 'o', 't', '-', 't', 'o', 'w')",105
"('o', '-', 'w', 't', '-', 't', 'o', '-', 'w')",0
"('-', 'o', 'w', 't', 'w', '-', 'o', '-', 't')",46
"('-', 'w', 'w', 'o', 't', '-', 't', '-', 'o')",46
"('t', 'w', 'w', 'o', '-', '-', 'o', '-', 't')",0
"('w', 't', 't', '-', 'o', 'o', 'w', '-', '-')",0
"('o', 't', '-', '-', 't', 'w', 'o', 'w', '-')",0
"('w', 't', 'o', 't', 'w', '-', '-', '-', 'o')",0
"('w', '-', 'o', 'w', '-', 't', 'o', 't', '-')",72
"('w', 'w', 'o', '-', 'o', '-', 't', 't', '-')",33
"('t', '-', 't', 'o', 'o', 'w', 'w', '-', '-')",86
"('t', '-', '-', 'o', 'w', 'w', 't', '-', 'o')",0
"('t', '-', '-', 'w', 't', '-', 'o', 'o', 'w')",72
"('o', '-', 'w', 'w', '-', 'o', 't', '-', 't')",200
"('-', 'o', '-', 't', 't', 'o', 'w', 'w', '-')",33
"('-', '-', 'o', 't', 'w', 'w', 't', 'o', '-')",0
"('o', 'w', 't', '-', '-', 't', '-', 'w', 'o')",80
"('-', '-', 'w', 't', 'w', 'o', 'o', '-', 't')",56
"('-', 'w', 't', '-', '-', 'o', 't', 'w', 'o')",0
"('w', 'w', 'o', 't', 't', '-', '-', 'o', '-')",48
"('-', '-', 'o', 'w', 't', 'o', 't', 'w', '-')",48
"('-', '-', 'w', 't', 'o', 'w', '-', 'o', 't')",80
"('-', 'o', 'w', 'o', '-', 't', 'w', '-', 't')",0
"('-', 'w', 't', 't', '-', 'o', '-', 'o', 'w')",72
"('t', '-', 'w', 'o', '-', 'o', 'w', 't', '-')",86
"('t', 'w', 'o', '-', 'o', '-', '-', 't', 'w')",67
"('w', '-', 't', '-', 'o', 't', '-', 'o', 'w')",80
"('w', '-', 'o', 'o', '-', 't', 'w', 't', '-')",0
"('w', 't', '-', 't', 'o', 'o', '-', '-', 'w')",66
"('-', '-', 't', '-', 't', 'o', 'o', 'w', 'w')",48
"('w', 'o', 't', '-', 'w', '-', '-', 't', 'o')",52
"('w', '-', 'w', 'o', '-', 'o', '-', 't', 't')",20
"('w', '-', '-', 'o', 'o', 't', 'w', '-', 't')",0
"('w', 'o', 't', 'w', '-', 't', '-', 'o', '-')",85
"('t', 't', 'w', '-', '-', '-', 'o', 'w', 'o')",67
"('w', '-', 'w', 't', '-', 't', 'o', 'o', '-')",32
"('w', 't', 'o', '-', 'w', '-', 't', '-', 'o')",120
"('t', 'w', 'o', '-', 'o', '-', '-', 'w', 't')",75
"('t', '-', 'w', '-', 't', 'o', 'o', '-', 'w')",0
"('o', 'w', '-', '-', 't', '-', 'o', 't', 'w')",0
"('-', 'o', 'o', 'w', '-', 't', '-', 'w', 't')",0
"('-', 'w', 't', 't', '-', '-', 'o', 'o', 'w')",75
"('w', 'o', '-', 'o', 't', '-', 't', '-', 'w')",62
"('t', 't', '-', 'w', '-', 'w', '-', 'o', 'o')",99
"('o', '-', 'o', 'w', '-', '-', 't', 't', 'w')",60
"('t', 't', '-', 'o', '-', 'o', 'w', '-', 'w')",33
"('w', 't', 't', 'o', '-', 'o', '-', '-', 'w')",65
"('-', '-', 't', 'w', '-', 'o', 't', 'o', 'w')",82
"('o', 'w', '-', 'o', '-', 't', 't', '-', 'w')",80
"('t', 'o', 'o', '-', 't', 'w', '-', '-', 'w')",0
"('o', '-', 't', 't', 'w', 'w', '-', 'o', '-')",58
"('-', 't', '-', 'w', 'o', 't', '-', 'w', 'o')",67
"('w', 'w', '-', 't', 'o', 't', 'o', '-', '-')",70
"('o', 't', 'w', 'o', 'w', '-', '-', '-', 't')",70
"('o', 'w', 't', 'o', '-', '-', 't', 'w', '-')",85
"('-', 't', '-', '-', 'w', 'w', 't', 'o', 'o')",46
"('w', '-', 'w', '-', 'o', '-', 't', 't', 'o')",75
"('-', '-', 'o', '-', 'w', 't', 't', 'w', 'o')",0
"('-', 'w', 'w', 'o', 't', '-', 't', 'o', '-')",44
"('-', 'w', 'o', 'w', '-', 't', 't', 'o', '-')",63
"('w', '-', 'w', '-', '-', 'o', 't', 'o', 't')",42
"('t', 'w', 't', 'o', 'o', '-', '-', 'w', '-')",0
"('-', '-', 't', '-', 'o', 'o', 't', 'w', 'w')",48
"('w', 't', 'w', 't', '-', 'o', '-', '-', 'o')",0
"('o', '-', '-', 'o', 'w', 't', 't', 'w', '-')",85
"('-', 't', '-', 'o', 'w', 't', 'o', '-', 'w')",0
"('o', '-', '-', 'w', 't', 'w', 'o', 't', '-')",0
"('t', '-', '-', 'w', 'o', 't', 'o', 'w', '-')",45
"('w', 't', 'o', '-', 'w', '-', 'o', 't', '-')",0
"('t', '-', '-', 'w', 'o', '-', 'w', 't', 'o')",0
"('t', '-', 'w', 'o', 'o', '-', 't', '-', 'w')",0
"('-', 't', 'w', '-', 't', 'o', '-', 'w', 'o')",80
"('-', 't', 'o', '-', 'o', 'w', 'w', '-', 't')",82
"('o', '-', 't', 't', '-', 'w', 'o', '-', 'w')",0
"('t', 'o', 'o', 'w', '-', 'w', 't', '-', '-')",0
"('-', 'o', '-', 'w', 'w', '-', 't', 't', 'o')",48
"('w', '-', 'w', 't', 'o', 't', '-', 'o', '-')",0
"('t', 'o', '-', '-', 'o', 'w', 't', '-', 'w')",0
"('w', 'o', '-', 't', 't', 'o', '-', '-', 'w')",66
"('o', 'w', 't', 't', 'o', '-', 'w', '-', '-')",70
"('t', 'o', '-', 'o', '-', 'w', 't', 'w', '-')",0
"('t', '-', 'o', 'w', '-', 'w', '-', 't', 'o')",0
"('t', 'w', '-', 't', 'w', '-', 'o', '-', 'o')",60
"('o', '-', 't', 'w', 'o', 't', '-', 'w', '-')",66
"('t', 'o', 'w', 'o', '-', '-', 'w', '-', 't')",72
"('w', 'o', '-', '-', 't', 'w', 'o', '-', 't')",68
"('o', 'w', '-', 'w', '-', 'o', '-', 't', 't')",99
"('o', '-', '-', 't', 'w', 't', 'w', 'o', '-')",45
"('-', 'o', 't', 'w', 'w', '-', '-', 't', 'o')",52
"('-', 't', 'o', 'w', '-', 't', 'w', '-', 'o')",0
"('-', '-', 't', 'o', '-', 'w', 'o', 'w', 't')",0
"('t', '-', 't', 'w', 'o', '-', 'w', 'o', '-')",0
"('w', 'o', 't', 'w', '-', 'o', 't', '-', '-')",69
"('t', '-', 't', 'o', 'o', 'w', '-', '-', 'w')",0
"('w', 't', 'o', '-', '-', '-', 'w', 't', 'o')",0
"('o', 'w', '-', 'w', '-', 'o', 't', 't', '-')",36
"('-', 'w', 'o', 'o', 't', 'w', 't', '-', '-')",69
"('o', 'o', 'w', 't', '-', '-', 't', 'w', '-')",0
"('w', 'w', 't', '-', 'o', '-', 'o', 't', '-')",63
"('o', '-', 't', 'w', '-', '-', 'w', 't', 'o')",0
"('-', 'w', 'o', 't', '-', 'w', 't', 'o', '-')",0
"('w', 't', '-', 'o', '-', 't', 'w', '-', 'o')",0
"('w', '-', '-', 't', '-', 'o', 't', 'o', 'w')",0
"('o', 'o', 'w', 't', '-', '-', '-', 'w', 't')",54
"('o', 'o', 't', 't', '-', 'w', 'w', '-', '-')",86
"('w', 't', 'o', '-', 'o', '-', 't', 'w', '-')",44
"('w', '-', 't', 'o', 'w', 't', '-', '-', 'o')",57
"('w', 'w', 't', 'o', '-', 't', 'o', '-', '-')",0
"('o', '-', 't', 'w', 't', '-', 'w', '-', 'o')",0
"('o', 't', 'w', 't', 'o', '-', '-', 'w', '-')",48
"('t', 'o', 'w', '-', 'w', '-', '-', 't', 'o')",67
"('t', 'w', 'o', '-', 't', 'o', 'w', '-', '-')",53
"('o', '-', 'w', 'w', '-', 't', 'o', 't', '-')",0
"('-', 'o', '-', 'o', 't', 'w', 't', 'w', '-')",63
"('w', '-', 'o', 'w', 't', '-', '-', 'o', 't')",77
"('w', '-', 't', 'o', '-', 't', 'w', 'o', '-')",0
"('w', '-', '-', '-', 'o', 't', 't', 'w', 'o')",76
"('w', 't', 'o', 'o', 't', '-', '-', 'w', '-')",73
"('t', 'w', 'o', '-', 'w', 't', 'o', '-', '-')",66
"('-', 'o', 'w', 'o', '-', 'w', '-', 't', 't')",73
"('t', 'w', '-', '-', 't', 'w', '-', 'o', 'o')",36
"('-', '-', '-', 'o', 't', 'o', 't', 'w', 'w')",70
"('-', 'w', 't', 't', 'o', 'o', 'w', '-', '-')",69
"('t', '-', '-', 'o', 'w', 'o', 't', '-', 'w')",0
"('-', '-', 'o', 'w', 't', '-', 't', 'o', 'w')",51
"('w', 't', 't', 'w', '-', '-', 'o', 'o', '-')",56
"('-', 'w', '-', 't', 't', 'o', 'o', '-', 'w')",83
"('-', '-', 'w', 'o', 't', 'o', '-', 't', 'w')",0
"('t', 't', '-', 'w', 'o', 'o', '-', 'w', '-')",56
"('t', '-', 'o', '-', 'w', 'w', 'o', 't', '-')",57
"('w', '-', '-', 'o', 't', 't', 'w', 'o', '-')",0
"('w', 't', 't', 'o', 'w', '-', 'o', '-', '-')",0
"('t', '-', '-', 'o', 'w', 'w', '-', 't', 'o')",50
"('-', '-', 't', 'o', 'w', '-', 't', 'w', 'o')",75
"('-', 'w', 'w', 't', 'o', 't', 'o', '-', '-')",69
"('w', 'o', '-', 'o', 't', 'w', '-', 't', '-')",0
"('-', 't', 't', 'w', '-', '-', 'o', 'w', 'o')",62
"('-', 'o', '-', 'w', 't', 'w', 't', 'o', '-')",65
"('o', 't', 't', '-', '-', 'o', '-', 'w', 'w')",21
"('w', '-', '-', 'w', 't', '-', 'o', 't', 'o')",90
"('w', 'o', 't', 'o', '-', '-', 't', 'w', '-')",71
"('-', 't', 'w', '-', '-', 'o', 't', 'o', 'w')",80
"('-', 't', '-', 'o', 'w', 't', 'w', 'o', '-')",44
"('w', 'o', '-', '-', 't', 'w', '-', 't', 'o')",0
"('w', 'o', 't', '-', '-', 't', 'w', 'o', '-')",0
"('-', 'o', '-', 'w', 'o', 't', 't', 'w', '-')",76
"('-', '-', 'o', 'w', 't', 'w', 'o', 't', '-')",105
"('w', '-', 't', 'w', 't', '-', 'o', 'o', '-')",56
"('o', 't', '-', 'o', 'w', 't', '-', 'w', '-')",60
"('t', 't', 'w', '-', '-', 'w', 'o', 'o', '-')",53
"('o', 'w', 't', 't', '-', 'w', '-', 'o', '-')",58
"('o', 't', 'w', 'o', 'w', 't', '-', '-', '-')",30
"('-', '-', 'o', 't', 't', 'w', 'o', 'w', '-')",63
"('o', 'w', 'o', '-', 'w', 't', 't', '-', '-')",66
"('-', 'o', '-', 't', 'w', 'o', 't', '-', 'w')",0
"('o', 'w', 'w', '-', '-', 'o', '-', 't', 't')",21
"('o', '-', '-', 't', '-', 'w', 'o', 't', 'w')",0
"('o', '-', 'w', '-', 'w', 't', 't', 'o', '-')",57
"('o', '-', 'o', 'w', 't', 't', 'w', '-', '-')",0
"('w', 'w', 'o', 't', '-', '-', 't', '-', 'o')",0
"('-', '-', 'o', 'w', 'o', 't', '-', 't', 'w')",54
"('o', 't', 'o', 'w', '-', 't', 'w', '-', '-')",0
"('-', 't', '-', 'o', 'w', 'w', 't', '-', 'o')",46
"('-', 'w', 'w', '-', 'o', 't', 't', '-', 'o')",82
"('t', '-', 'w', 'o', 'w', 't', '-', '-', 'o')",65
"('-', '-', 'w', '-', 'o', 'w', 'o', 't', 't')",42
"('w', 't', 'w', 'o', 't', '-', '-', '-', 'o')",55
"('t', '-', 'o', 't', 'w', '-', '-', 'w', 'o')",0
"('-', 't', 'w', '-', '-', 'w', 't', 'o', 'o')",42
"('o', 'o', '-', 't', 'w', '-', '-', 'w', 't')",0
"('w', '-', 'w', '-', 'o', 't', 't', 'o', '-')",105
"('-', '-', '-', 't', 'o', 'w', 'o', 'w', 't')",51
"('-', 't', 'w', 'w', 'o', 't', '-', 'o', '-')",75
"('t', '-', 'o', 't', 'o', 'w', 'w', '-', '-')",69
"('o', 't', '-', '-', '-', 't', 'w', 'w', 'o')",71
"('-', 'o', 't', 'w', 't', 'w', 'o', '-', '-')",69
"('o', 'w', '-', '-', 'o', 't', '-', 'w', 't')",0
"('t', 'o', 't', '-', 'w', '-', 'o', 'w', '-')",65
"('-', 'w', 't', '-', 't', '-', 'o', 'o', 'w')",62
"('-', 't', 't', 'w', 'o', 'w', '-', 'o', '-')",75
"('-', '-', '-', 't', 'w', 'o', 't', 'o', 'w')",0
"('t', '-', 'o', 't', '-', '-', 'w', 'w', 'o')",120
"('o', 't', '-', 'o', '-', 't', 'w', 'w', '-')",56
"('t', 'o', '-', '-', '-', 'o', 'w', 't', 'w')",62
"('o', 't', 't', 'w', '-', 'o', '-', '-', 'w')",65
"('-', '-', 'o', 't', 'o', 'w', 'w', '-', 't')",56
"('-', 't', 'o', 'w', '-', '-', 'o', 't', 'w')",75
"('o', 'w', 't', '-', '-', 'w', 'o', 't', '-')",0
"('o', 'o', '-', '-', 'w', 't', '-', 'w', 't')",0
"('-', 't', '-', '-', 'o', 'w', 't', 'o', 'w')",0
"('-', 'o', 't', 'o', 'w', 't', '-', 'w', '-')",0
"('-', 't', '-', 't', 'w', 'o', '-', 'o', 'w')",52
"('t', '-', 't', 'o', 'w', 'w', '-', '-', 'o')",65
"('-', '-', 'o', 'w', 'w', 't', 'o', 't', '-')",63
"('-', '-', 't', 't', '-', 'o', 'w', 'w', 'o')",0
"('-', 'w', 't', 't', '-', 'o', 'w', '-', 'o')",0
"('o', '-', '-', 't', 'o', 'w', 'w', '-', 't')",72
"('-', 'o', '-', 'w', 'w', 'o', '-', 't', 't')",36
"('t', 't', 'o', 'o', '-', '-', 'w', 'w', '-')",36
"('t', 't', '-', '-', 'o', 'w', 'o', 'w', '-')",63
"('t', '-', 't', 'o', 'o', '-', '-', 'w', 'w')",99
"('o', 't', '-', '-', '-', 'w', 't', 'o', 'w')",105
"('t', '-', '-', 'w', '-', 'o', 'o', 't', 'w')",72
"('o', 'o', '-', 'w', '-', '-', 't', 't', 'w')",72
"('t', 'w', '-', 'o', '-', 'o', 't', 'w', '-')",0
"('-', 'w', 'w', 't', 'o', '-', 'o', 't', '-')",44
"('o', '-', 'w', '-', 'o', 't', 'w', 't', '-')",63
"('-', 'o', '-', 'o', 'w', '-', 't', 'w', 't')",0
"('t', 't', 'w', 'o', 'o', '-', 'w', '-', '-')",56
"('w', 'o', 't', '-', 'w', '-', 'o', 't', '-')",63
"('o', 't', 'o', 'w', '-', 'w', '-', '-', 't')",56
"('w', 't', 'o', '-', '-', 't', '-', 'o', 'w')",54
"('o', 'o', '-', '-', 't', 't', '-', 'w', 'w')",36
"('t', 't', '-', 'w', 'w', 'o', '-', '-', 'o')",0
"('-', 'o', 'w', '-', '-', 'o', 't', 'w', 't')",52
"('t', '-', '-', 'w', 'o', 't', '-', 'o', 'w')",95
"('t', '-', '-', 'w', 'o', '-', 'o', 't', 'w')",44
"('w', 't', 't', 'w', '-', '-', 'o', '-', 'o')",79
"('o', 'o', 'w', 'w', 't', 't', '-', '-', '-')",93
"('-', 'o', 'w', 't', '-', '-', 'o', 'w', 't')",51
"('t', '-', 'w', 'o', '-', '-', 'o', 'w', 't')",0
"('-', 'o', 'w', '-', 'o', 't', '-', 'w', 't')",80
"('w', '-', 'o', 't', 't', '-', 'o', '-', 'w')",72
"('t', 'o', 'w', '-', 't', '-', '-', 'o', 'w')",0
"('t', 'o', '-', '-', 'w', '-', 'o', 'w', 't')",60
"('-', 'o', 'o', 't', '-', 't', 'w', '-', 'w')",36
"('t', '-', 't', 'o', 'w', 'o', 'w', '-', '-')",48
"('-', 't', 'w', 'o', 'o', '-', 't', '-', 'w')",120
"('-', '-', 'w', 'o', '-', 'o', 'w', 't', 't')",74
"('o', 'w', 't', 'o', 'w', '-', '-', 't', '-')",54
"('o', 'w', '-', 't', '-', '-', 'w', 't', 'o')",44
"('o', 'w', 't', 't', '-', '-', '-', 'o', 'w')",77
"('w', 'o', '-', 't', 'w', '-', 't', 'o', '-')",0
"('o', 'w', 'w', 'o', 't', '-', '-', 't', '-')",60
"('-', 'w', 'o', '-', 'o', 'w', 't', '-', 't')",8
"('-', 't', '-', 'o', 't', 'w', 'w', '-', 'o')",62
"('o', 'w', 'o', '-', '-', 't', 't', '-', 'w')",86
"('t', '-', '-', 'o', 'o', '-', 't', 'w', 'w')",0
"('-', 't', 'o', 'w', '-', 'w', '-', 'o', 't')",72
"('-', 'o', 'w', 'w', '-', 't', '-', 'o', 't')",0
"('-', 'w', 'o', '-', 't', 't', 'w', 'o', '-')",48
"('o', 't', '-', '-', '-', 'w', 'o', 'w', 't')",0
"('t', 'o', 'w', 'o', 't', '-', 'w', '-', '-')",56
"('o', '-', 'w', 't', '-', 'o', '-', 't', 'w')",0
"('o', '-', 't', 'w', 'w', '-', 't', 'o', '-')",71
"('t', 'o', 't', 'w', '-', 'w', '-', '-', 'o')",56
"('w', 'w', '-', 'o', '-', 't', '-', 'o', 't')",120
"('t', '-', '-', 'w', 't', 'w', 'o', '-', 'o')",33
"('-', 'o', 't', 't', '-', '-', 'o', 'w', 'w')",70
"('-', '-', 'w', 't', 't', 'o', 'o', 'w', '-')",63
"('w', '-', 'o', '-', '-', 'o', 'w', 't', 't')",0
"('o', 'w', 'o', '-', 't', '-', '-', 'w', 't')",0
"('t', '-', 'w', 'o', 'w', '-', 'o', '-', 't')",0
"('-', '-', '-', 'w', 't', 'o', 'o', 't', 'w')",75
"('-', 'w', 'w', 't', 'o', 't', '-', '-', 'o')",71
"('t', 'w', '-', 'o', 'o', '-', 't', 'w', '-')",0
"('o', '-', '-', '-', 't', 'w', 't', 'o', 'w')",105
"('t', 'o', '-', 'w', '-', 'w', 't', '-', 'o')",0
"('-', 't', 't', 'w', 'w', '-', 'o', '-', 'o')",84
"('t', 'w', 'o', '-', '-', 'w', 'o', 't', '-')",57
"('-', 'o', 'w', 'w', '-', '-', 't', 'o', 't')",0
"('w', '-', 'o', '-', 'w', 'o', '-', 't', 't')",73
"('t', 't', 'w', '-', '-', 'o', 'w', 'o', '-')",63
"('-', 't', 'w', 'o', 't', '-', '-', 'w', 'o')",54
"('-', '-', 't', 'o', 'w', 'o', 'w', '-', 't')",0
"('w', '-', 't', 't', '-', 'o', 'o', '-', 'w')",48
"('t', '-', 'o', 'o', 'w', '-', 't', 'w', '-')",0
"('w', 'w', 't', '-', 'o', 't', '-', '-', 'o')",73
"('w', 't', '-', '-', 'o', 'o', 'w', 't', '-')",0
"('w', 'o', 't', '-', 't', 'o', '-', 'w', '-')",48
"('w', '-', 't', 'o', '-', 'w', 't', '-', 'o')",48
"('o', 't', 'w', 'w', 't', 'o', '-', '-', '-')",42
"('o', 'w', '-', 't', 't', '-', '-', 'o', 'w')",84
"('w', 'o', 't', 'o', '-', 'w', '-', '-', 't')",0
